Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Level,EnvironmentSatisfaction_Level,JobInvolvement_Level,JobSatisfaction_Level,PerformanceRating_Level,RelationshipSatisfaction_Level,WorkLifeBalance_Level,EmployeeID,RecordCreationDate,LastUpdatedDate,TenurePerCompany,IncomePerYearOfService
33,No,2,461,1,13,1,1,1,995,2,0,53,3,1,6,4,2,3452,17241,3,0,0,18,3,1,80,0,5,4,3,3,2,0,2,Below College,Medium,High,Very High,Excellent,Low,Better,24b843a8-67af-4269-b11a-14d3d7303c9d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.25,863.0
45,No,2,974,1,1,4,3,1,996,4,0,91,3,1,2,4,0,2270,11005,3,0,0,14,3,4,80,2,8,2,3,5,3,0,2,Master,Very High,High,Very High,Excellent,Very High,Better,304615c2-be28-4a68-8d45-1ab93454b0d7,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,378.3333333333333
50,No,2,1126,1,1,2,3,1,997,4,1,66,3,4,5,4,0,17399,6615,9,0,0,22,4,3,80,1,32,1,2,5,4,1,3,College,Very High,High,Very High,Outstanding,High,Good,f28d95d0-c147-4e10-9b08-11dc4563d324,2025-04-23 17:27:03,2025-04-23 17:27:03,3.2,2899.8333333333335
33,No,1,827,1,1,4,4,1,998,3,0,84,4,2,0,2,1,5488,20161,1,0,1,13,3,1,80,1,6,2,3,6,5,1,2,Master,High,Very High,Medium,Excellent,Low,Better,6fdf895b-4ec9-4b32-9c37-100b875540c5,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,784.0
41,No,1,840,1,9,3,3,1,999,1,1,64,3,5,5,3,0,19419,3735,2,0,0,17,3,2,80,1,21,2,4,18,16,0,11,Bachelor,Low,High,High,Excellent,Medium,Best,c6624d3a-94b1-4c70-a076-92d2269c6148,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,1022.0526315789474
27,No,2,1134,1,16,4,5,1,1001,3,0,37,3,1,2,2,1,2811,12086,9,0,0,14,3,2,80,1,4,2,3,2,2,2,2,Master,High,High,Medium,Excellent,Medium,Better,cba6af66-0f84-4e9b-993f-a3f1c709c1e7,2025-04-23 17:27:03,2025-04-23 17:27:03,0.4,937.0
45,No,0,248,1,23,2,1,1,1002,4,1,42,3,2,2,1,1,3633,14039,1,0,1,15,3,3,80,1,9,2,3,9,8,0,8,College,Very High,High,Low,Excellent,High,Better,dc209ee3-eeed-4abb-8fc8-fa575e9725c1,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,363.3
47,No,2,955,2,4,2,1,1,1003,4,0,83,3,2,7,4,2,4163,8571,1,0,1,17,3,3,80,0,9,0,3,9,0,0,7,College,Very High,High,Very High,Excellent,High,Better,4b869689-5cb9-4b10-98fd-cda5cffecd9a,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,416.3
30,Yes,2,138,1,22,3,1,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1,Bachelor,Low,High,High,Excellent,Medium,Better,2cfa410f-c00e-4623-a79f-e9104961cd2d,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4,355.3333333333333
50,No,2,939,1,24,3,1,1,1005,4,1,95,3,4,4,3,1,13973,4161,3,0,1,18,3,4,80,1,22,2,3,12,11,1,5,Bachelor,Very High,High,High,Excellent,Very High,Better,76345e9a-0e10-4f6a-82b3-ff724a65a1c9,2025-04-23 17:27:03,2025-04-23 17:27:03,5.5,1074.8461538461538
38,No,1,1391,1,10,1,3,1,1006,3,1,66,3,1,6,3,1,2684,12127,0,0,0,17,3,2,80,1,3,0,2,2,1,0,2,Below College,High,High,High,Excellent,Medium,Good,ef00fb67-38ba-4418-873d-aec6766d421e,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,894.6666666666666
46,No,2,566,1,7,2,3,1,1007,4,1,75,3,3,4,3,0,10845,24208,6,0,0,13,3,2,80,1,13,3,3,8,7,0,7,College,Very High,High,High,Excellent,Medium,Better,25e55a29-754b-4f3a-9da0-6e5eb0e14a01,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8571428571428572,1205.0
24,No,2,1206,1,17,1,3,1,1009,4,0,41,2,2,4,3,0,4377,24117,1,0,0,15,3,2,80,2,5,6,3,4,2,3,2,Below College,Very High,Medium,High,Excellent,Medium,Better,8318e8d1-93d0-4b94-b5bf-0df4df851232,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,875.4
35,Yes,2,622,1,14,4,4,1,1010,3,1,39,2,1,2,2,0,3743,10074,1,0,1,24,4,4,80,1,5,2,1,4,2,0,2,Master,High,Medium,Medium,Outstanding,Very High,Bad,290867c7-6541-44a5-abad-8efd98efd54a,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,748.6
31,No,1,853,1,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,11275,1,0,0,12,3,3,80,1,4,1,3,4,3,0,3,Below College,High,High,Low,Excellent,High,Better,25481e7a-2a94-4b04-ba90-aa7e19be0aaf,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,829.6
18,No,0,287,1,5,2,1,1,1012,2,1,73,3,1,6,4,2,1051,13493,1,0,0,15,3,4,80,0,0,2,3,0,0,0,0,College,Medium,High,Very High,Excellent,Very High,Better,7fd1e7fb-d297-44c3-a673-fea1096d4480,2025-04-23 17:27:03,2025-04-23 17:27:03,0.0,1051.0
54,No,2,1441,1,17,3,5,1,1013,3,0,56,3,3,4,3,1,10739,13943,8,0,0,11,3,3,80,1,22,2,3,10,7,0,8,Bachelor,High,High,High,Excellent,High,Better,a7410215-aec1-4510-ae6a-ebe36eabb592,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4444444444444446,976.2727272727273
35,No,2,583,1,25,4,3,1,1014,3,0,57,3,3,0,3,0,10388,6975,1,0,1,11,3,3,80,1,16,3,2,16,10,10,1,Master,High,High,High,Excellent,High,Good,4fb82f2b-db3c-4c64-9cf0-c3b9ead07384,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,611.0588235294117
30,No,2,153,1,8,2,1,1,1015,2,0,73,4,3,5,1,1,11416,17802,0,0,1,12,3,3,80,3,9,4,2,8,7,1,7,College,Medium,Very High,Low,Excellent,High,Good,5f55695f-ca1d-4e6c-a3be-751476860171,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,1268.4444444444443
20,Yes,2,1097,1,11,3,3,1,1016,4,0,98,2,1,6,1,2,2600,18275,1,0,1,15,3,1,80,0,1,2,3,1,0,0,0,Bachelor,Very High,Medium,Low,Excellent,Low,Better,b1f2e219-204d-47ab-839e-d3195d2bf230,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1300.0
30,Yes,1,109,1,5,3,3,1,1017,2,0,60,3,1,2,2,2,2422,25725,0,0,0,17,3,1,80,0,4,3,3,3,2,1,2,Bachelor,Medium,High,Medium,Excellent,Low,Better,c0667a62-e2fa-4316-85ac-bb72ba77f49a,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,605.5
26,No,2,1066,1,2,2,3,1,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,0,12,3,2,80,0,8,2,3,8,7,1,3,College,Very High,Very High,Very High,Excellent,Medium,Better,b837ab93-cd62-4bf3-9ee5-92834457c9f8,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,608.0
22,No,2,217,1,8,1,1,1,1019,2,1,94,1,1,2,1,1,2451,6881,1,0,0,15,3,1,80,1,4,3,2,4,3,1,1,Below College,Medium,Low,Low,Excellent,Low,Good,7bae2df4-0e6a-4e74-8e7c-319213bf4d4f,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,490.2
48,No,2,277,1,6,3,1,1,1022,1,1,97,2,2,0,3,2,4240,13119,2,0,0,13,3,4,80,0,19,0,3,2,2,2,2,Bachelor,Low,Medium,High,Excellent,Very High,Better,10c707bc-a7e7-49ee-a1d4-ed7375312512,2025-04-23 17:27:03,2025-04-23 17:27:03,6.333333333333333,1413.3333333333333
48,No,2,1355,1,4,4,1,1,1024,3,1,78,2,3,0,3,2,10999,22245,7,0,0,14,3,2,80,0,27,3,3,15,11,4,8,Master,High,Medium,High,Excellent,Medium,Better,8fe0840a-158b-4925-a181-28ec650430c7,2025-04-23 17:27:03,2025-04-23 17:27:03,3.375,687.4375
41,No,2,549,1,7,2,3,1,1025,4,0,42,3,2,4,3,2,5003,23371,6,0,0,14,3,2,80,0,8,6,3,2,2,2,1,College,Very High,High,High,Excellent,Medium,Better,57a099d5-9507-4746-b32f-f1cc09f07189,2025-04-23 17:27:03,2025-04-23 17:27:03,1.1428571428571428,1667.6666666666667
39,No,2,466,1,1,1,1,1,1026,4,0,65,2,4,4,4,1,12742,7060,1,0,0,16,3,3,80,1,21,3,3,21,6,11,8,Below College,Very High,Medium,Very High,Excellent,High,Better,e5e69c13-3d08-409d-a8c9-34059ae1d7bf,2025-04-23 17:27:03,2025-04-23 17:27:03,10.5,579.1818181818181
27,No,2,1055,1,2,4,1,1,1027,1,0,47,3,2,4,4,1,4227,4658,0,0,0,18,3,2,80,1,4,2,3,3,2,2,2,Master,Low,High,Very High,Excellent,Medium,Better,f049cdbe-3568-47d7-98aa-df95bbf07fbc,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1056.75
35,No,2,802,1,10,3,4,1,1028,2,1,45,3,1,2,4,0,3917,9541,1,0,0,20,4,1,80,1,3,4,2,3,2,1,2,Bachelor,Medium,High,Very High,Outstanding,Low,Good,276024e6-afbd-4e49-aa45-d0efeff002de,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,979.25
42,No,2,265,2,5,2,2,1,1029,4,1,90,3,5,3,3,1,18303,7770,6,0,0,13,3,2,80,0,21,3,4,1,0,0,0,College,Very High,High,High,Excellent,Medium,Best,e6fbdb43-d94a-4911-a8b7-e14e59915ecb,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,9151.5
50,No,2,804,1,9,3,1,1,1030,1,1,64,3,1,2,4,1,2380,20165,4,0,0,18,3,2,80,0,8,5,3,1,0,0,0,Bachelor,Low,High,Very High,Excellent,Medium,Better,d694ca0e-99c7-42aa-9a23-c68bde6840e6,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,1190.0
59,No,2,715,1,2,3,1,1,1032,3,0,69,2,4,4,4,2,13726,21829,3,0,1,13,3,1,80,0,30,4,3,5,3,4,3,Bachelor,High,Medium,Very High,Excellent,Low,Better,95b7d019-63d8-481c-992d-a1757bf0709b,2025-04-23 17:27:03,2025-04-23 17:27:03,7.5,2287.6666666666665
37,Yes,2,1141,1,11,2,3,1,1033,1,0,61,1,2,0,2,1,4777,14382,5,0,0,15,3,1,80,0,15,2,1,1,0,0,0,College,Low,Low,Medium,Excellent,Low,Bad,4aa48f91-84d4-4a69-9291-1e9155805057,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,2388.5
55,No,1,135,1,18,4,3,1,1034,3,1,62,3,2,0,2,1,6385,12992,3,0,1,14,3,4,80,2,17,3,3,8,7,6,7,Master,High,High,Medium,Excellent,Very High,Better,25e86142-ce0b-4377-9233-fd15ad5ad8e7,2025-04-23 17:27:03,2025-04-23 17:27:03,4.25,709.4444444444445
41,No,0,247,1,7,1,1,1,1035,2,0,55,1,5,5,3,0,19973,20284,1,0,0,22,4,2,80,2,21,3,3,21,16,5,10,Below College,Medium,Low,High,Outstanding,Medium,Better,5aa8effb-d681-4bce-ab07-2e2c29c354a0,2025-04-23 17:27:03,2025-04-23 17:27:03,10.5,907.8636363636364
38,No,2,1035,2,3,4,1,1,1036,2,1,42,3,2,7,4,2,6861,4981,8,0,1,12,3,3,80,0,19,1,3,1,0,0,0,Master,Medium,High,Very High,Excellent,High,Better,47a75f92-e457-4ce2-ba23-d3b9a2307824,2025-04-23 17:27:03,2025-04-23 17:27:03,2.111111111111111,3430.5
26,Yes,0,265,2,29,2,3,1,1037,2,1,79,1,2,7,1,2,4969,21813,8,0,0,18,3,4,80,0,7,6,3,2,2,2,2,College,Medium,Low,Low,Excellent,Very High,Better,ce7ae0ab-61bc-4166-bd80-62bc13cb02f2,2025-04-23 17:27:03,2025-04-23 17:27:03,0.7777777777777778,1656.3333333333333
52,Yes,2,266,2,2,1,2,1,1038,1,0,57,1,5,3,4,1,19845,25846,1,0,0,15,3,4,80,1,33,3,3,32,14,6,9,Below College,Low,Low,Very High,Excellent,Very High,Better,0cd266fd-5e39-4169-8e43-ddba50cdb575,2025-04-23 17:27:03,2025-04-23 17:27:03,16.5,601.3636363636364
44,No,2,1448,2,28,3,3,1,1039,4,0,53,4,4,7,4,1,13320,11737,3,0,1,18,3,3,80,1,23,2,3,12,11,11,11,Bachelor,Very High,Very High,Very High,Excellent,High,Better,684b480b-4ccb-4bce-8b32-1974e574c0e8,2025-04-23 17:27:03,2025-04-23 17:27:03,5.75,1024.6153846153845
50,No,0,145,2,1,3,1,1,1040,4,0,95,3,2,7,3,1,6347,24920,0,0,0,12,3,1,80,1,19,3,3,18,7,0,13,Bachelor,Very High,High,High,Excellent,Low,Better,777d1043-8efb-48eb-ae12-bcb9ca49e1cc,2025-04-23 17:27:03,2025-04-23 17:27:03,19.0,334.05263157894734
36,Yes,2,885,1,16,4,1,1,1042,3,0,43,4,1,2,1,2,2743,8269,1,0,0,16,3,3,80,0,18,1,3,17,13,15,14,Master,High,Very High,Low,Excellent,High,Better,ea69e703-3a4a-48ea-9a45-51bfac8c7dd3,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,152.38888888888889
39,No,1,945,1,22,3,3,1,1043,4,0,82,3,3,4,1,2,10880,5083,1,0,1,13,3,3,80,0,21,2,3,21,6,2,8,Bachelor,Very High,High,Low,Excellent,High,Better,01c27a5e-a217-4bf8-a797-63930e447b41,2025-04-23 17:27:03,2025-04-23 17:27:03,10.5,494.54545454545456
33,No,0,1038,2,8,1,1,1,1044,2,0,88,2,1,8,4,2,2342,21437,0,0,0,19,3,4,80,0,3,2,2,2,2,2,2,Below College,Medium,Medium,Very High,Excellent,Very High,Good,319cd0ae-2e5c-431b-8f3b-215ba37a2967,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,780.6666666666666
45,No,2,1234,2,11,2,1,1,1045,4,0,90,3,4,3,4,1,17650,5404,3,0,0,13,3,2,80,1,26,4,4,9,3,1,1,College,Very High,High,Very High,Excellent,Medium,Best,9b911f5f-69e4-4153-87dc-0a4f093a72f9,2025-04-23 17:27:03,2025-04-23 17:27:03,6.5,1765.0
32,No,0,1109,1,29,4,3,1,1046,4,0,69,3,1,2,3,2,4025,11135,9,0,0,12,3,2,80,0,10,2,3,8,7,7,7,Master,Very High,High,High,Excellent,Medium,Better,fbc7ead0-b872-4048-899f-457ab2e8b8d9,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,447.22222222222223
34,No,2,216,2,1,4,2,1,1047,2,1,75,4,2,7,4,0,9725,12278,0,0,0,11,3,4,80,1,16,2,2,15,1,0,9,Master,Medium,Very High,Very High,Excellent,Very High,Good,1a35286b-2636-4979-98f0-80031d0aab62,2025-04-23 17:27:03,2025-04-23 17:27:03,16.0,607.8125
59,No,2,1089,2,1,2,5,1,1048,2,1,66,3,3,3,4,1,11904,11038,3,0,1,14,3,3,80,1,14,1,1,6,4,0,4,College,Medium,High,Very High,Excellent,High,Bad,e0bd6c33-7ce1-4658-8888-1db6d8c33115,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,1700.5714285714287
45,No,2,788,0,24,4,3,1,1049,2,1,36,3,1,1,2,2,2177,8318,1,0,0,16,3,1,80,0,6,3,3,6,3,0,4,Master,Medium,High,Medium,Excellent,Low,Better,a007b797-4fff-47dc-ae20-94f43383300a,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,311.0
53,No,1,124,2,2,3,2,1,1050,3,0,38,2,3,7,2,1,7525,23537,2,0,0,12,3,1,80,1,30,2,3,15,7,6,12,Bachelor,High,Medium,Medium,Excellent,Low,Better,62b43966-16c8-4c6d-8e49-f04cc07abd4e,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,470.3125
36,Yes,2,660,1,15,3,4,1,1052,1,1,81,3,2,2,3,0,4834,7858,7,0,0,14,3,2,80,1,9,3,2,1,0,0,0,Bachelor,Low,High,High,Excellent,Medium,Good,cae2538d-6857-4f00-84e2-5fc006e0bc1c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.125,2417.0
26,Yes,1,342,1,2,3,1,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,0,1,14,3,2,80,1,6,2,3,3,2,1,2,Bachelor,Low,High,Low,Excellent,Medium,Better,48e06ae2-78e0-466b-a5a3-5ee065aa42d9,2025-04-23 17:27:03,2025-04-23 17:27:03,0.8571428571428571,510.5
34,No,2,1333,2,10,4,1,1,1055,3,0,87,3,1,8,3,1,2220,18410,1,0,1,19,3,4,80,1,1,2,3,1,1,0,0,Master,High,High,High,Excellent,Very High,Better,7d03b6bc-07af-4a88-891d-73ef177cb8ba,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1110.0
28,No,2,1144,2,10,1,3,1,1056,4,1,74,3,1,8,2,1,1052,23384,1,0,0,22,4,2,80,0,1,5,3,1,0,0,0,Below College,Very High,High,Medium,Outstanding,Medium,Better,0c343927-a39b-49bf-a17c-727f2d494f4a,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,526.0
38,No,1,1186,1,3,4,4,1,1060,3,1,44,3,1,6,3,1,2821,2997,3,0,0,16,3,1,80,1,8,2,3,2,2,2,2,Master,High,High,High,Excellent,Low,Better,274986b2-f305-457b-96ff-3b2f53978e0c,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,940.3333333333334
50,No,2,1464,1,2,4,3,1,1061,2,1,62,3,5,5,3,1,19237,12853,2,0,1,11,3,4,80,1,29,2,2,8,1,7,7,Master,Medium,High,High,Excellent,Very High,Good,89b19e77-ba72-41c4-ad68-db733a9fe50c,2025-04-23 17:27:03,2025-04-23 17:27:03,9.666666666666666,2137.4444444444443
37,No,2,124,1,3,3,4,1,1062,4,0,35,3,2,0,2,2,4107,13848,3,0,0,15,3,1,80,0,8,3,2,4,3,0,1,Bachelor,Very High,High,Medium,Excellent,Low,Good,6335247a-ac0f-4e7a-b1a0-6fb7d4d927fa,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,821.4
40,No,2,300,2,26,3,2,1,1066,3,1,74,3,2,7,1,1,8396,22217,1,0,0,14,3,2,80,1,8,3,2,7,7,7,5,Bachelor,High,High,Low,Excellent,Medium,Good,15772d67-2007-4921-952d-502f782febfc,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1049.5
26,No,1,921,1,1,1,3,1,1068,1,0,66,2,1,6,3,0,2007,25265,1,0,0,13,3,3,80,2,5,5,3,5,3,1,3,Below College,Low,Medium,High,Excellent,High,Better,f9f67879-13d4-48a1-9aa9-4cf76447f360,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,334.5
46,No,2,430,1,1,4,3,1,1069,4,1,40,3,5,5,4,0,19627,21445,9,0,0,17,3,4,80,2,23,0,3,2,2,2,2,Master,Very High,High,Very High,Excellent,Very High,Better,fed62b3b-1008-4fc3-b354-4954e8722984,2025-04-23 17:27:03,2025-04-23 17:27:03,2.3,6542.333333333333
54,No,2,1082,2,2,4,1,1,1070,3,0,41,2,3,7,3,1,10686,8392,6,0,0,11,3,2,80,1,13,4,3,9,4,7,0,Master,High,Medium,High,Excellent,Medium,Better,1037da76-0387-4cf6-8e71-338e663d4f67,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8571428571428572,1068.6
56,No,1,1240,1,9,3,3,1,1071,1,0,63,3,1,6,3,1,2942,12154,2,0,0,19,3,2,80,1,18,4,3,5,4,0,3,Bachelor,Low,High,High,Excellent,Medium,Better,b5f25873-06b1-46e4-8b64-da9b93f40605,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,490.3333333333333
36,No,2,796,1,12,5,3,1,1073,4,0,51,2,3,4,4,2,8858,15669,0,0,0,11,3,2,80,0,15,2,2,14,8,7,8,Doctor,Very High,Medium,Very High,Excellent,Medium,Good,957644d3-04c4-411c-a69c-bd294cc57590,2025-04-23 17:27:03,2025-04-23 17:27:03,15.0,590.5333333333333
55,No,0,444,1,2,1,3,1,1074,3,1,40,2,4,3,1,2,16756,17323,7,0,0,15,3,2,80,0,31,3,4,9,7,6,2,Below College,High,Medium,Low,Excellent,Medium,Best,159c4daf-29b6-4e00-bbda-c14efb9cf676,2025-04-23 17:27:03,2025-04-23 17:27:03,3.875,1675.6
43,No,2,415,2,25,3,3,1,1076,3,1,79,2,3,7,4,0,10798,5268,5,0,0,13,3,3,80,1,18,5,3,1,0,0,0,Bachelor,High,Medium,Very High,Excellent,High,Better,47131c89-98c7-410b-9081-09ade755cb53,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,5399.0
20,Yes,1,769,2,9,3,2,1,1077,4,0,54,3,1,8,4,2,2323,17205,1,0,1,14,3,2,80,0,2,3,3,2,2,0,2,Bachelor,Very High,High,Very High,Excellent,Medium,Better,eb25004f-56b1-4154-a439-85382c60e91b,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,774.3333333333334
21,Yes,2,1334,1,10,3,1,1,1079,3,0,36,2,1,2,1,2,1416,17258,1,0,0,13,3,1,80,0,1,6,2,1,0,1,0,Bachelor,High,Medium,Low,Excellent,Low,Good,f59ef8e3-8aad-447a-bcd9-fda5e7192ba3,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,708.0
46,No,2,1003,1,8,4,1,1,1080,4,0,74,2,2,6,1,0,4615,21029,8,0,1,23,4,1,80,3,19,2,3,16,13,1,7,Master,Very High,Medium,Low,Outstanding,Low,Better,ec014c35-fc91-4093-b6eb-77c1a2c8cdb2,2025-04-23 17:27:03,2025-04-23 17:27:03,2.111111111111111,271.47058823529414
51,Yes,2,1323,1,4,4,1,1,1081,1,1,34,3,1,6,3,1,2461,10332,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7,Master,Low,High,High,Excellent,High,Best,6be7348c-2dd8-4fab-85b8-4bc1d43e471b,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8,223.72727272727272
28,Yes,0,1366,1,24,2,5,1,1082,2,1,72,2,3,0,1,2,8722,12355,1,0,0,12,3,1,80,0,10,2,2,10,7,1,9,College,Medium,Medium,Low,Excellent,Low,Good,638421d7-675e-4f27-823d-3c6e0eea1fca,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,792.9090909090909
26,No,2,192,1,1,2,3,1,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,0,16,3,1,80,2,6,2,3,5,3,1,3,College,Low,Medium,Low,Excellent,Low,Better,a0302f4d-0ed0-4ab1-acda-c4b46a23dfac,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,659.1666666666666
30,No,2,1176,1,20,3,4,1,1084,3,1,85,3,2,4,1,1,9957,9096,0,0,0,15,3,3,80,1,7,1,2,6,2,0,2,Bachelor,High,High,Low,Excellent,High,Good,2939392d-f9d5-48cc-98c5-881654d63480,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,1422.4285714285713
41,No,2,509,1,7,2,5,1,1085,2,0,43,4,1,6,3,1,3376,18863,1,0,0,13,3,3,80,0,10,3,3,10,6,0,8,College,Medium,Very High,High,Excellent,High,Better,169428b2-13bd-41cc-aa98-6ad8fb6fb469,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,306.90909090909093
38,No,2,330,1,17,1,1,1,1088,3,0,65,2,3,0,3,1,8823,24608,0,0,0,18,3,1,80,1,20,4,2,19,9,1,9,Below College,High,Medium,High,Excellent,Low,Good,fa30f140-3e5f-4fbb-958a-fefbce86ff2a,2025-04-23 17:27:03,2025-04-23 17:27:03,20.0,441.15
40,No,2,1492,1,20,4,5,1,1092,1,1,61,3,3,0,4,1,10322,26542,4,0,0,20,4,4,80,1,14,6,3,11,10,11,1,Master,Low,High,Very High,Outstanding,Very High,Better,d7693423-1b95-4bf7-b48b-a5f05d5056c9,2025-04-23 17:27:03,2025-04-23 17:27:03,2.8,860.1666666666666
27,No,0,1277,1,8,5,1,1,1094,1,1,87,1,1,2,3,1,4621,5869,1,0,0,19,3,4,80,3,3,4,3,3,2,1,2,Doctor,Low,Low,High,Excellent,Very High,Better,aaccce56-01e7-41a3-8bb5-e55d01054429,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,1155.25
55,No,1,1091,1,2,1,1,1,1096,4,1,65,3,3,4,2,1,10976,15813,3,0,0,18,3,2,80,1,23,4,3,3,2,1,2,Below College,Very High,High,Medium,Excellent,Medium,Better,5db4481a-dc2b-4a87-a5c9-183d9e343715,2025-04-23 17:27:03,2025-04-23 17:27:03,5.75,2744.0
28,No,2,857,1,10,3,4,1,1097,3,0,59,3,2,6,3,2,3660,7909,3,0,0,13,3,4,80,0,10,4,4,8,7,1,7,Bachelor,High,High,High,Excellent,Very High,Best,f4286747-0e14-4135-a3d7-bb0e7d527c7b,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,406.6666666666667
44,Yes,2,1376,0,1,2,3,1,1098,2,1,91,2,3,1,1,1,10482,2326,9,0,0,14,3,4,80,1,24,1,3,20,6,3,6,College,Medium,Medium,Low,Excellent,Very High,Better,18b90647-4c7a-4eff-a16d-2a511cf4ed4a,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4,499.14285714285717
33,No,2,654,1,5,3,1,1,1099,4,1,34,2,3,0,4,0,7119,21214,4,0,0,15,3,3,80,1,9,2,3,3,2,1,2,Bachelor,Very High,Medium,Very High,Excellent,High,Better,2b0abda3-3ed7-4459-b931-d5e90f3836a0,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8,1779.75
35,Yes,2,1204,2,4,3,5,1,1100,4,1,86,3,3,7,1,2,9582,10333,0,0,1,22,4,1,80,0,9,2,3,8,7,4,7,Bachelor,Very High,High,Low,Outstanding,Low,Better,41110309-00da-4ad1-af19-79c74c000603,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,1064.6666666666667
33,Yes,1,827,1,29,4,3,1,1101,1,0,54,2,2,6,3,2,4508,3129,1,0,0,22,4,2,80,0,14,4,3,13,7,3,8,Master,Low,Medium,High,Outstanding,Medium,Better,23200350-cc4e-49e8-9038-991d24c2222f,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,322.0
28,No,2,895,1,15,2,1,1,1102,1,1,50,3,1,2,3,0,2207,22482,1,0,0,16,3,4,80,1,4,5,2,4,2,2,2,College,Low,High,High,Excellent,Very High,Good,50e0958e-e59c-4070-b357-9d1769abfb54,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,441.4
34,No,1,618,1,3,1,1,1,1103,1,1,45,3,2,0,4,2,7756,22266,0,0,0,17,3,3,80,0,7,1,2,6,2,0,4,Below College,Low,High,Very High,Excellent,High,Good,a8c9a053-1ee4-4ab0-996b-3f7c54ad8279,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,1108.0
